It's hanging,2
Nice product,5
Good prodect,5
Good,5
Good,5
Nice,5
Nice,5
Nice mobile,5
Nice mobile,4
Good mobile,4
Bad,3
Camera vest,5
Nice phone,5
Excellent,5
VeRy GooD,5
Excellent,5
Very nice,3
Awesome,5
Good,5
Best,5
Good,4
Good,5
Good,5
Good,1
Nice,5
Nice,5
Good,5
Nice,4
Ugly,5
Good,5
Super,5
"Very nice mobile superrrrrrrrrrr
Very good features",5
Very good mobile,5
So beautiful,5
Awesome phone with awesome camera quality awesome display awesome performance....,5
Awesome mobile in best price with good features and camera quality,5
Very nice phone 👍👍👍👍👍,5
I like this mobile very much. As all said it's very smoothie to use and reading sensor also very good.  Struggled to find the negatives about this phone. Still I found it about battery is little back compared to vivo y15. Thanks Amazon for this cute phone with in my budget.,5
Best phone but camera is not satisfy to me,3
Don’t buy,1
Its a nice product but as a Prime customer much more benefits have to be given.Prime members are to be given special benefits.,4
Just awesome phone !,5
Tell,5
Good phone. What more can you expect for 15K rupees!,5
I thik this is super phone  in this range,5
Best phone,5
Nice product and value for money!!!,5
Best Mobile... Value for money,5
Thanks and good service,5
Value for money,4
Like,5
Good,5
Ok,5
Microphone and speakers are not that good,1
Great buy for the price,5
Fantastic.,5
Very nice phone.. .,5
Great,5
Value for money,5
Very nice,5
"Super
Compact model..  User-friendly
Love the Model...",5
Ok,1
Very nice product i luv it,5
Recommend,4
Best,5
Value for money,5
"Don't wast your money to purchase this mobile - I hv wasted 15.5k.

You will not get OTP.
Vast camera.
Bank app will not support n other.

Good display only

Ur wish",1
"I have purchased after a mini research on the web like any other user . The Marble Green look is awesome . Migration from Old Phone to new phone was smooth due to Clone Phone app installed in Old phone (you have to install in old phone from play store or web) .The only disadvantage is You cannot use dual sim with SD card .My old one was Panasonic and it had this slot for Dual Sim plus SD card .This phone offers dual slot but second sim plus SD card cannot be fitted . The usage , streaming , audio are excellent . Photos in low light is also a great feature. With 4GB and 128 GB it is a good buy as of now . Purchased 10 days back .  Hope OPP0 A9 guys give us double sim plus sd card slot -this can boost sales",4
The handset is really good.. Its camera quality and battery backup too,5
"Oppo a9 2020 has 720 resolution and oppo a9 has 1080 pixel resolution.

Don't go for 2020. 😂
I love this mobile.
Buy from local shop with same price as mentioned above.
Happy to have this one.

Also recommend you to buy this if you have budget under 16000.

Thanks oppo for this amazing phone with valueable price.",5
Oppo A9 is good in working and best features .Battery Superb.Rear camera average but enough to take photos.Selfie camera good.Comparing with competetors Price is high .,3
