This is waste of money. If anyone want to buy any smart phone spend a little bit more and get a branded like Samsung or any other brand. I bought 2 of this for my mom and dad they are old school people. Even they don’t like it. Rest you will know if you buy it.,1
"Phone got locked, unable to use the mobile

No signal showing..",1
"Quite satisfied on Micromax inotch 4g mobile,price is in my budget & performance is  really awesome.",5
Good product in this price range,5
This phone when customised qith poco launcher and a nice wallpaper..looks so premium because of its curved edges..and glossy look..fits just perfect in hand..,4
Amazon services is very good.but Micromax mobile is not bed result. In coming voice not clear.,1
Weightless phone but good,3
Sorry I dislike the product size can change the item with another big (about 6.5 inch) one,1
"Everything is excellent ausome phone but
Battery is very bad.😔
On 1 full charge it lasts only 3-3.5 hours(if used continuously

And please add focus in rear camera",4
"No finger print reader,poor camera quality,no face lock...you send old model to me..my bad luck.",3
Not good.i can use that phone about long time I am not get any problem about in got only battery issue another is good product.,2
"Dear Sir/Madam
This is to inform you that One week ago I busted a mobile mixcomax 1 notch the piece is not gud speaker is not working properly",1
Good product for aged persons not for youth  but looks smart 👍,3
"Camera quality is good.
But internet speed are slow this handset",3
Good quality phone with low price. Thanks to company and amazon and introduce More products like this for Retired person like me thank you,5
It doesn't work properly. I bought 2 numbers mobile same model.  And also Amazon taking to much of time to deliver the product.,5
Good product for this price range.,4
"Best for the price, I don't retreat ! Amazing and gifted it to friends dad who is yet to learn how to use touch screen !",4
Good buy under 4000,4
Good,5
"The phone arrived but the speaker never worked. Very Dodgy.  PLEASE AVOID PURCHASING THIS.
return is also not happening",1
Very very well,5
"Want to return the product because its not functioning properly.
pannel is Heating up and voice is not audible",2
Very useful for beginners. 👏👏👏,4
good product,4
Good,3
product I like thank you Amazon and thanks Micromax,4
"Defected and damaged mobile.
Kindly arrange for replacement",1
"Camera quality needs improvement, otherwise phone is good.",5
Thik,1
Phone quality Is so good. Screen touch is also good. I am very happy to buy this😊😁,5
Good,5
Battery back and camera is very poor,1
Budget phone. Good phone.,2
Nice,5
Display is very small. Its very loose to keep in my shatty.,1
Totally wastage of money not working as 4 g,1
No fingerprint reader but only Face ID scanner,5
"Notch display
Latest Android
Enough storage",5
just for second phone,3
The product features according to price are good and fine.,3
Overall a good low budget phone for daily use with good features,5
The phone is very slow and the camera quality is pathetic,1
Camra is normal quality..uthar function is ok,5
Good product camera  good mobile is also good for use,3
good,4
Best in this price range,5
Not good product,1
"Want to exchange this , its third class product",1
"So so, not really good!",3
It is very wothful for money,4
Nice phone .,5
Good,3
Good,4
Mobile is not good. It doesn't work proper,1
For 3870 its unbelievable phone best phone,5
It's the best phone under 4000,5
very good product. value for money,5
Good phone for secondary use only.,3
It's nice stopped working,1
Best phone in low buzet.,5
Not as expected or as described,1
Built quality is good must buy,5
Average 3 star,4
Charger missing... not in box,4
we'll,3
Worst  quality,1
Camera is primitive.,5
Data  receiver is not  poor,4
Super mobile in best price,5
Ok,5
Good,3
Good product 👍👌,5
Camara quality not good,5
Value for money,4
Overall good,3
Good product,4
So far good.,4
Third class product,1
god,5
Total budget phone,4
Good in law budget,4
Nice smart phone,3
Very nice mobile,5
Value for money.,5
Value for money,5
Value for money,4
Good product,5
Like,5
Worst phone,1
Exellent,4
Good hai,4
Dameg,1
Super,5
Good,3
Good,5
"about MICROMAX I-ONE PHONE_
d supposed technician never turned out.
1st 1 switched off.
2nd 1 said he resigned.
Some1 @these outsidely sourced or may b even an insider in league with dm for this is happening to almost everyone @QDIGI r tarnishing d Amazon's image.
& just eating into d co.s turnover.

Edit on dt. 29.02.2020: IMPORTANT:

d person on d Amazon's tech team got d screenshots for d IMEI no. of d device mailed, d way he asked to.
Said only after dt he cud b able to proceed with the exchange thing, which he certainly did.
HE SAID THE SCREENSHOTS of d IMEI I'd given him r SUFFICE TO MOVE FORWARD.

@d time of replacement, d del agent said he'd ascertain d IMEI no. Said d 1 with dm{dt is provided by me to d tech.} didn't happen to tally with d same n presently shown on d phone.
#*?$*🤐😖🤔!?
Which reason dy said dy cancelled d replacement.

d del. agent shroudedly wudn't say a bit abt. d shud b IMEI no.
Nor d 1s @every other desk on d great Amazon.
And they returned it....
OR GOT IT RETURNED!?!

I saw dm to b trying to dissuade me to pursue further. I didn't deter.
After a lot of trying, dy lift but cuts short. Else listens, but only to rope me in into their line of TWISTING.

NOW, WHO'S d...

Edit on dt. 02.03.2020: VERY IMPORTANT:

Amazon allots d date for a pickup for d refund, IMEI doesn't match hence gets cancelled for a refund on a daily basis.
So, d phone is not even d refurbished but a replaced 1 even with  box. WHERE? By WHOM??

Now, mailed d seller. Rather very attentive, more frndly dn d Amazonians @least up to this issue, knowledgeable so as to try ❓went ❌ n if possible to make it right ✔️.
He provided me my shud b IMEI and also mentioned dt d present phone with it's IMEI was sold by himself to another retailer off ds platform.
So, how did I get ds?

NOW, WHO'S d...

Edit on dt. 03.03.2020: VERY VERY IMPORTANT:

The pickup person comes daily, acts as if he's calling his counterpart on d desk.
S, it clearly meant to b acting. & he screen-shoots my proceeds as much as possible to provide thru not by mail as it's used to b with Amazon but by WHAT'SAPP?
He stopped taking d IMEI, calling d c'care. But goes on talking n on private phone number. {He even used to call me from d same pvt. No.? when d occasion demands?}

The desk daily says they r sending a series of reminders to d courier desk to look into d possibility t enable d pickup inspite of d non-matching of d IMEI.
The later sent a sticker type paper with d 'Scan thing' on it.
The pickup wud continue to reject to say it too had been not working.
He wudn't show me like d same as with dt of d IMEI No. saying rules doesn't permit to show d rejection.
He continues to WhatsApp on his private no.

This time, so as not to b turned away didn't give him d phone and instead called d C'c. He heard their assurances n d teams pursuing this issue.

Totally shaken and afraid, he called his person in league on d other side.
NO IMEI test. NO SCANNING test.
All of a sudden, it got okayed???
May b d God knows, how?
He processed d pickup and d day-after I got my payment refunded, say my mails n all. Well, I'd to go check it.

Now, did these fellas try to take d advantage?
Did they think dt @ my being dissuaded by dm like this wud make me uninterested to pursue further?
& day cud go with their altered/ original phone of mine which shud hv been mine?
Now, will day replace d original so as to send it back?
Or still dare to send d morphed 1 ?

NOW,, r THESE d....
SO, WHO'S d...",4
Value for money... you can’t get all these smart and advanced features with a Made in India trust Brand elsewhere.,5
Very bad quality phone. Battery got damaged in 4 months. No support from service centre. Will never by micromax products.,1
Good price normal use good mobile,5
Best mobile love it,5
Best piece at this price. It's almost one year for me using this phone. Not a single problem detected till now.,5
Looks awesome. Touch is very good. Performance is fine,5
Grow up guys. This is the worst phone you can buy. Spend few more bucks and go for another brand.,1
I think  micromax company shut down already.....,1
Not good,2
Lyk,3
Nice in this range,3
Worst product,1
Good product,4
Good,5
"My requirements were-
Non chinese (desh bhakti), small screen (for comfort hold & pocket friendly), notch display(new craze) and front flash (for wattsapp video chat in bed without needing to switch on lights) and below 7000 (i vent my anger on fones at least twice a year).

The big disappointment  was that it didnt have front flash, which i presumed it had, due to the fotos on amazon. Strangely, even the manual says it has front flash, but on selfie mode, screen flash works only.
THat was one of the most important factor for me.  But since hardly any notch phones have flash and they are selling well, i blv it is not an important factor for most people.
Secondly the camera although takes good fotos, doesnt have manual focus, which i blv is norm nowadays.
Very nice phone and size is very suitable for hand hold and back pocket comfort.
Display is good and so is the battery life. Doesnt get warm and notch looks exciting at least to me.

It is a great fone for 5000, made in india by indian company so my money remains in India and can be used for further development in India. That further explains my mindset while buying a Nano and recently an XUV500.",4
Excellent in every aspects and sometimes lacking in text photography.,5
The opposite of the model is not available,1
Very good product,5
good,4
